Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
S92000003,C71,Malignant brain cancer,Female, ,2006,2,4,3,3,3,1,4,8,6,8,18,13,17,19,22,13,8,2,2,156,1.53047949922711,2.89752189439981,1.97302220965334,1.87354800029977,1.75584403422725,.636650707955587,2.41490479237856,3.99770132174,2.85702041341085,4.12734936464616,10.5338928000843,7.39733354576958,11.7434133267018,14.6030282069019,18.7087556976665,13.1803065942088,10.7291820339847,4.45473984319316,8.93375619779336,5.86911644590386,4.98425396277475,6.86578609994225,6.12972130031189,5.20260949874751, ,7.13172994887435, ,4.13458382293642,3.42077585432829, ,4.91502567591493, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2007,2,8,2,2,4,6,9,7,9,10,11,12,17,23,23,13,7,4,4,173,1.49715166894982,5.91414145147817,1.3355860217567,1.23231626164539,2.32045480914259,3.64205849145937,5.65191725593137,3.55375047594872,4.27163822072029,5.05433409148345,6.27112943041042,7.09819764931355,10.9314214062952,17.6412836718414,19.5415385138235,13.0070237928481,9.4709782167501,8.56751199451679,18.1249716797318,6.47105865771541,5.54268676935472,7.51044683248552,6.73848852691026,5.76853249201841, ,7.78271066691427, ,4.78149455562797,3.98714521318217, ,5.64693104569744, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2008,4,3,9,4,2,2,5,4,6,14,13,20,20,24,17,17,10,12,3,189,2.9115048112617,2.25413069449767,6.08696240286223,2.45724395517987,1.14654574430883,1.17645674756768,3.20190577431687,2.09165638268945,2.8582725553433,6.92469395325832,7.23339379708661,12.0111463438071,12.4076406250969,18.1544489746518,14.30314248454,16.923505753992,13.5321659584833,25.0151132976173,13.7892995035852,7.03230693898934,6.06542936828964,8.10949899899759,7.19174781279039,6.19925908434488, ,8.25685038317348, ,4.9477798634938,4.14234754697028, ,5.82370514268516, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2009,2,5,3,3,2,5,2,4,5,7,12,14,20,33,22,18,13,11,2,183,1.42589278712134,3.79722802354281,2.0550338053061,1.82741858850188,1.1401663502705,2.8999797001421,1.27241842207391,2.17145835142882,2.40743415667581,3.40202177293935,6.51027538464877,8.44248257230383,12.0957011877979,24.6163945187495,18.3549003412343,17.9036782112236,17.4747624104418,22.4114746750336,9.19667080516853,6.77795350249821,5.83146883752046,7.83429065734468,6.96048147031615,5.98467046260044, ,8.00890759770435, ,4.3894741747264,3.66220787531452, ,5.18163305349108, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2010,4,1,6,1,1,6,2,8,6,9,9,19,15,22,26,22,10,5,1,173,2.80573773366535,.758840491728639,4.17728392998872,.611127407841987,.562347463250593,3.4406234409675,1.25121211173324,4.48656833604397,2.93631140561227,4.29809689820674,4.77739971441766,11.3872690332209,8.87374436517233,16.28339020184,21.6198237152836,21.7556836723594,13.2481916218436,10.4727394591877,4.11963417648513,6.37440451823688,5.45989913777418,7.39826800455484,6.57067349065263,5.62512536459225, ,7.58859800598702, ,4.23776192292699,3.52119784057267, ,5.01970612155769, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2011,5,5,1,4,4,3,3,7,5,8,20,14,24,17,19,15,7,9,5,175,3.47608453837597,3.7790895417476,.706713780918728,2.49283310482363,2.18001471509933,1.70496200776326,1.82768578425997,4.07849352102172,2.46559265450636,3.79937405312475,10.3831377842384,8.27599252796103,13.9668868391189,12.3190191162191,15.8726180630394,14.7411454852785,9.18466423491747,18.9401910854834,19.1446184477543,6.41119577960141,5.49647790058697,7.43463065850756,6.50233042593428,5.5714583509399, ,7.50405721611814, ,4.50835848060035,3.74244554296923, ,5.34451584201308, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2012,8,3,4,3,2,4,7,6,11,10,7,13,10,15,25,19,16,5,5,173,5.5247474154541,2.23113021619652,2.90887935422878,1.92463143308057,1.07186305877561,2.26702107762847,4.12665287185564,3.66206467206211,5.52001003638188,4.74547637464587,3.56304813678033,7.51067382299075,6.06663592904463,10.1081572829273,20.8482745967944,18.5924534210114,20.5885759139398,10.5272022907192,18.4767746942094,6.3223830633225,5.41534095261035,7.33789080942355,6.40934270684093,5.48649872942809, ,7.40286760998215, ,4.46884685584354,3.67852849964237, ,5.33492374483299, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2013,7,3,1,2,1,4,7,6,10,16,15,24,19,24,19,20,8,14,6,206,4.86638302605601,2.17287384294468,.743494423791822,1.3087206601187,.538094392518336,2.24575272016798,4.02995987311383,3.75309630445117,5.18317334604939,7.62740143967202,7.4784993144709,13.5549568782934,11.706571699671,15.6065079138001,15.6342571259298,19.3586479920242,10.247345297109,29.4334069168506,21.9186088989552,7.51545045275117,6.5241412319405,8.61481689245316,7.50238322459429,6.50987911607676, ,8.56427540097472, ,4.98780989301679,4.19981732921029, ,5.84255070594993, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2014,2,5,3,4,4,5,6,8,6,6,18,21,18,27,15,18,9,10,5,190,1.40332166237484,3.53621794418434,2.25801595664609,2.66292082470658,2.16141442960273,2.76822739327099,3.41310518621333,4.99425660490436,3.23261928365157,2.88711384852276,8.81419673287108,11.5633672525439,11.1319319467894,17.0952076434573,12.1508651415981,17.2327959254011,11.4182768551528,20.7253886010363,17.5039383861369,6.90640369020054,5.95924556531161,7.96132440334595,6.8759164293606,5.92989944748975, ,7.89092054073114, ,4.66235360597315,3.90599584222668, ,5.48466036408828, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2015,10,2,0,0,5,2,1,3,7,9,8,13,16,28,27,24,14,15,1,185,7.04771301712594,1.39409739164378,0,0,2.70989491027538,1.09234105072286,.562113546936481,1.84420182944821,3.89614003840481,4.40630002986492,3.84484142432151,6.99869178299749,9.83096878052977,17.34089726757,21.7034822031446,22.886350199302,17.6498027004198,30.6836313054862,3.52460172000564,6.69675743005237,5.76648808483777,7.73437604148411,6.60903249301536,5.68761436324958, ,7.59860942948461, ,4.17222622313479,3.43496028349829, ,4.98010242668301, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2016,8,5,4,3,1,6,9,4,9,8,14,13,17,25,15,19,14,5,0,179,5.72610603316847,3.41133929180596,2.98514145839086,2.05414732344604,.548609549097812,3.19191381832691,5.01091265422476,2.40261885455146,5.21107759294536,3.94420916141183,6.69017786315719,6.83908166915679,10.2939217419738,15.2386060942233,11.7970900511207,18.2112699006048,17.4526596606704,10.0621842989676,0,6.4453475932748,5.53569226130389,7.46182741409263,6.38444991610089,5.48032301595423, ,7.35659361433732, ,4.78922827974835,3.96108230684639, ,5.69481694354281, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2017,1,2,2,2,3,5,8,5,6,5,16,20,20,31,21,21,19,2,6,195,.729980290532156,1.35293282012082,1.46394665378394,1.41077550329416,1.69040750090155,2.60590393595731,4.42992413754914,2.89306647688151,3.62406378352259,2.50488452482341,7.63100285685669,10.2944734119488,11.8292098679269,19.6584502799744,15.3086887743572,20.06669788153,23.4976935158733,3.95030516107369,20.451988955926,7.00305261267732,6.05457702569739,8.05796481347679,6.8598823164728,5.92824789146035, ,7.85851209269401, ,4.16303862468227,3.50399716288675, ,4.87803036150667, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1993,6,11,6,10,6,14,15,15,20,27,32,39,43,61,37,25,17,8,1,393,1.85771167076395,3.40066653064001,1.86054011479533,3.24127044836494,1.55532283317607,3.41403460855655,3.76709318532843,4.21797362922887,5.95636959273323,8.07580488855389,11.2745132581229,14.2737410743369,16.362190402624,25.2681112293972,17.6283654693671,17.3458130676417,16.149563961773,15.098897780462,4.60447555023483,7.71729183930753,6.97307150735021,8.51931081056036,8.96402585078068,8.0690858422921, ,9.9053520738327, ,6.03176367937151,5.40551022118843, ,6.69184669252029, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1994,14,12,9,7,5,7,12,15,16,28,46,28,41,45,40,31,14,4,0,374,4.34489800351937,3.68278909894427,2.79887298714384,2.28493088084085,1.34505503965222,1.72236042114173,2.96646412308848,4.10878979705318,4.78117174566557,8.1689097131254,15.9720558466405,10.1853367526964,15.7156163396413,18.7200479233227,18.4621065263547,22.4645820500743,13.2579524039509,7.38361575663602,0,7.33015693199614,6.60599932830186,8.11202665512512,8.41670649332208,7.56416409522436, ,9.31411669536753, ,5.92834408619516,5.28799965176441, ,6.60475635659001, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1995,8,10,9,4,6,7,9,17,19,25,22,44,42,36,44,26,16,2,2,348,2.51314689971916,3.08279461497437,2.80673741724023,1.29938052033693,1.67935512763099,1.7578046526578,2.20386214597403,4.53460302217954,5.6594107064136,7.12794954552194,7.5836441478397,15.9688172550329,16.1792351073993,14.9785930940364,20.8608910445143,17.9293033776049,15.0581149122394,3.57609026051818,8.4850027576259,6.81859595704285,6.12093437950228,7.57398875885178,7.84520534319664,7.02359105955519, ,8.7116098728507, ,5.27777868752734,4.69056036463167, ,5.89912746897614, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1996,11,6,4,7,7,22,17,24,19,16,33,34,47,42,52,22,15,10,2,390,3.54743729904574,1.85448476231687,1.25326239868157,2.25481322093626,2.05612033591132,5.6205035971223,4.18073566192112,6.28055226989627,5.59127760693318,4.50484693374778,11.1258331731888,12.4542580742054,18.166848979371,17.5582348121269,24.9366991483158,14.5470895902349,14.2891164562991,17.6304654442877,8.21152898669732,7.65878728012898,6.91744600956347,8.45793392424932,8.72027093772795,7.85149081991063, ,9.63398190626867, ,5.94642233573157,5.3203545183757, ,6.60681199091223, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1997,8,10,7,4,6,10,13,16,11,19,26,30,44,50,41,35,18,8,5,361,2.6428370856114,3.08856458960698,2.18634533636923,1.26889865940857,1.86305317153752,2.63859204728357,3.20370644191434,4.11774697474277,3.16626944377281,5.58582024830441,8.17065352657976,10.9804840197356,17.0500341000682,20.8412356351783,19.8984692738515,22.0951226594952,17.6482699793123,13.8732333304431,19.9944015675611,7.10163003064914,6.38786101268206,7.87334291159067,8.05350285137098,7.22610152125427, ,8.92510512954043, ,5.23673492481706,4.65417457394011, ,5.85314939469239, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1998,9,9,7,7,7,7,8,11,16,21,22,41,30,44,47,33,21,10,3,353,3.03652944927478,2.80634358376312,2.1646092571061,2.19907261966097,2.26212905123076,1.92661787736252,1.98865966824185,2.78963372109242,4.50578571046384,6.28370008198732,6.66488936283658,14.831428158009,11.5162705709383,18.3513023168519,22.8466986520448,20.0604244299496,21.4693193203427,17.0383874870082,11.4999808333653,6.95282909237021,6.24635325525796,7.71733161430386,7.99276269325942,7.15946210438575, ,8.87127458270002, ,5.14358713214131,4.55926047473181, ,5.76263494777355, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1999,12,7,9,10,5,12,13,20,16,21,26,22,46,56,48,35,26,11,1,396,4.13349821398431,2.19814727586748,2.77248096999868,3.14787125206579,1.62664046691088,3.46792745095773,3.27861410459788,5.01145116591411,4.40632969260342,6.31453606201476,7.69237596783403,7.83556706355001,17.532492281892,23.4595260337901,23.3337060244712,20.56839284455,27.5563846023402,18.6311207465998,3.69071784462078,7.80764794605625,7.05749912781624,8.6158254877148,8.83009285800055,7.96013267701184, ,9.74451917219834, ,5.84276874437929,5.2141929825659, ,6.50659956355689, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2000,9,5,5,2,8,12,17,14,24,33,36,44,45,46,48,48,18,12,1,427,3.17782022717884,1.59570054445303,1.54854374945801,.62913657296726,2.58393759790701,3.63667220248991,4.39579761747769,3.47344550908306,6.46370628918622,9.89932684577449,10.4087456594085,15.5480877618881,17.0949262258962,19.276058297505,23.236225275204,28.8848637296377,17.9220391297854,20.2139307672871,3.5340684195646,8.43383488644938,7.65276021341163,9.27300611309439,9.48525875621925,8.5889975483577, ,10.4253603828131, ,6.06475397071294,5.44359940723366, ,6.71898333300564, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2001,4,11,12,2,7,5,16,21,13,24,35,40,44,63,45,28,18,11,4,403,1.44790614672357,3.59696938979049,3.71605614960842,.629713008296469,2.21943911602911,1.58788128999476,4.19686441767195,5.2079200063487,3.43109309347353,7.09622480840193,9.97483491648213,13.7865429554212,16.8227229106369,26.3087562222296,21.7204529438454,16.9065790744856,16.960491477353,18.5157131074416,13.6123872724179,7.957821571028,7.1997461233476,8.77400619217689,9.04630540368372,8.1543670791805, ,9.98386962459428, ,5.80378395749549,5.1982221970727, ,6.44222842571917, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2002,9,11,7,8,5,10,17,21,19,16,27,26,44,45,44,41,27,11,2,390,3.33596503908639,3.66245484359653,2.16708202405461,2.51081218497153,1.54714937727238,3.31818030991804,4.58695792950116,5.21469650466343,4.91999823915852,4.62172615694804,8.01156038491097,8.33474917213501,16.7822992512806,18.7813805566801,21.0314994503131,24.9412967040989,23.6121313883933,18.7710107336052,7.48867338151047,7.69838136596921,6.95320753956554,8.50165940578822,8.44773473859728,7.61493488426702, ,9.32312886885406, ,5.6193738411933,4.99885078507978, ,6.27567560706522, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2003,16,10,5,6,3,6,11,10,18,16,27,36,41,44,43,39,30,13,2,376,6.03502578087576,3.38119985257969,1.56230959351829,1.86964230626611,.913283711585004,2.04644055772327,3.06759586934273,2.49785184741123,4.58151663472331,4.52447742285766,8.14378915428258,11.1113511711673,15.4419214269842,18.1653042688465,20.4552481982732,23.6968264480888,25.439898240407,23.0431083380601,7.36675383992044,7.41836835355628,6.68739712857327,8.20743291364231,8.34714749604727,7.49795938251755, ,9.24123264966951, ,5.43257353765817,4.80667305774884, ,6.09622567922169, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2004,9,8,8,3,2,3,6,14,19,25,31,54,53,35,44,45,26,10,3,398,3.41261986827287,2.73962282242792,2.50866272597563,.930059523809524,.605831124574025,1.01679060214339,1.73962963285117,3.52807465405968,4.76054460630296,6.90445613599017,9.38290736951705,16.2261565643818,19.5855259268019,14.305099154773,20.9034072553826,27.1911538112934,21.3510273128911,18.1851245681033,10.7882623705409,7.82801958971737,7.07775777042835,8.63616677822201,8.75606587057486,7.88742258446171, ,9.66943199315817, ,5.41835222005926,4.82656052705273, ,6.04387130297518, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2005,12,7,6,8,9,9,9,10,16,21,35,45,37,37,52,34,15,8,1,371,4.51994425402087,2.42984685022424,1.90194822896921,2.47845294966882,2.68122073000703,2.97218039153523,2.69401390111173,2.56388561993472,3.94040142839552,5.66237674219199,10.5465524826585,13.1853449286233,13.531106917687,15.0505617520481,24.578850844189,20.3231378924906,12.6064191886509,13.3180176130783,3.5054509762681,7.25998982427302,6.53994598538883,8.03765948576386,7.93587827049009,7.13625719455733, ,8.77734913471239, ,5.42562273725127,4.81066014213288, ,6.07703853233079, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2006,8,6,10,6,8,3,13,19,14,24,34,43,46,48,50,38,23,5,4,402,2.98634493777204,2.1188086645149,3.22167024272064,1.84590961811207,2.36403126431347,.961104116408931,4.03993946306097,4.91591203104787,3.43385536110668,6.33691809269327,10.1011901578757,12.4138966355453,16.3955461142556,19.6458025514986,23.4986699752794,22.536013142054,19.4616731961991,7.70748550992724,13.7916767230976,7.83152480956927,7.0845765734173,8.63580340220145,8.74072584344292,7.88343007411661, ,9.64163364670515, ,5.58773992973015,4.98827040887657, ,6.22073324245348, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2007,6,12,5,5,6,13,15,16,17,36,32,41,41,54,49,25,17,7,8,405,2.18737012489883,4.3316921033253,1.62919517758227,1.51864900984085,1.75658940600929,3.98101362731588,4.81386392811297,4.21273245726051,4.15505694872171,9.30102776356788,9.27399138098426,12.3116098480867,13.5430189040725,21.9882240844348,22.9110071024122,14.5680854039439,14.3761997784374,10.3059391655134,27.8096429937081,7.83365570599613,7.08920717488834,8.63502195262657,8.6334224501272,7.77998523908178, ,9.53063536961368, ,5.74893349298141,5.13703230259409, ,6.39476835956471, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2008,9,10,10,4,5,7,9,16,18,35,36,53,52,54,39,42,22,20,5,446,3.19053898838644,3.67352636489872,3.29183427589521,1.21535109974083,1.44212742637939,2.08024392345891,2.93617729290978,4.32579743372067,4.41427478370054,8.85638735307886,10.206222393586,16.17431640625,16.5092991802498,21.6517042697963,17.9809678371201,24.2009369219865,18.4538988055295,28.4863763904912,17.5592625109745,8.57214245901324,7.79494558837122,9.40585371988915,9.33947409523842,8.46976228724206, ,10.2510811455632, ,6.02747433618765,5.40430615519624, ,6.68415551929549, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2009,11,8,9,10,6,13,9,7,13,23,31,39,46,67,47,42,23,17,4,425,3.82582081246522,2.96754617316374,2.99854071018771,3.00888523810813,1.72040544221588,3.82302342337044,2.9083482520827,1.95813507215728,3.21798905388646,5.72744817281952,8.58471311827242,11.9617224880383,14.2279628959472,26.3775373616164,21.3967039970864,24.0304843859067,19.0342202176522,23.4130755140547,13.9513794426424,8.12324394579407,7.36920884110941,8.93350152186152,8.78965061036603,7.952686524319, ,9.66788782343019, ,5.73863896364121,5.12270148593248, ,6.38903764065844, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2010,6,8,9,4,6,12,7,12,21,21,32,39,43,56,57,41,22,10,3,409,2.06257154545048,2.96739207038654,3.04361500299289,1.20543651869933,1.69627610851644,3.49963399661119,2.21847546366137,3.45899078178957,5.29311240050209,5.14131265056701,8.66954929180619,11.9168387987826,12.978624507265,21.7910703306795,25.7808895763793,23.1507622811971,17.8662790225521,13.9660903326723,9.28706312107235,7.77241457945346,7.03731645627563,8.56342868375731,8.37565932147363,7.57147806351203, ,9.21984414859545, ,5.3365875305316,4.76178359899037, ,5.94367130215544, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2011,10,13,8,6,7,6,11,17,23,31,39,37,50,52,44,39,20,14,6,433,3.40615696933778,4.79881875230712,2.75609268739708,1.83581116846321,1.91476557798567,1.73235666914009,3.3973056277912,5.05800339778816,5.84254592749146,7.54682071918767,10.3361364582036,11.1471300659187,14.8604750002229,19.6662040066109,19.9666919275572,21.7701960434064,15.9494720724744,19.4782608695652,17.0604793994711,8.16996547104662,7.4184616142038,8.97696223752773,8.68718229958033,7.87715949515884, ,9.5362783684523, ,5.88878464605931,5.2651218866184, ,6.54685102814961, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2012,14,10,7,5,6,8,14,14,21,34,32,41,42,50,55,43,36,15,6,453,4.73308766354508,3.62848652198681,2.48598967248862,1.56771264454311,1.61578296803173,2.30327179758847,4.20499974469644,4.347974620251,5.44788064471776,8.28730628421561,8.31801864795806,12.0838441950391,13.0182906984313,17.4981189522126,24.8258803031466,23.8096556459338,27.9879030063672,20.7405768645779,16.2579596260669,8.5252935862692,7.75819789771192,9.34771960442263,9.08477521243024,8.25654479136255, ,9.95202403304824, ,5.93638594321984,5.30940769402671, ,6.59785032953005, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2013,16,5,5,6,6,15,13,11,18,35,37,42,44,62,54,40,22,22,10,463,5.44138102250351,1.76867812534268,1.8173095096172,1.91388170297194,1.62040850498411,4.26045586877796,3.81557282020727,3.50195791283308,4.8092851264842,8.58228077789793,9.42828894392971,12.123941320124,13.8666095194274,20.8486054973065,24.0085363684866,21.7932582555586,16.8808747362363,30.1213067170514,26.5322366675511,8.69042926591212,7.91676702512192,9.51926614997229,9.13591641979111,8.30768818281155, ,10.0029338405057, ,5.98020984589459,5.35856351637447, ,6.63547948422732, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2014,8,15,6,7,7,10,14,13,15,20,44,50,51,57,51,46,18,23,8,463,2.74106839993558,5.19532697656215,2.20670175322454,2.27072932582046,1.899381615614,2.79674905889394,4.07353309163704,4.12754756998574,4.15641417836004,4.95444388844574,11.0376660353456,14.0982876219854,16.1489503182293,18.6532363365044,22.2091580116271,24.6762582209491,13.5907522481369,30.7367464485694,20.2265372168285,8.65808961029247,7.88730639534409,9.4838421473572,9.11836754610441,8.29466490487213, ,9.98050384406818, ,5.94103967994648,5.32628507894558, ,6.58888451499547, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2015,16,6,3,1,5,6,8,17,18,24,24,42,41,67,52,52,30,20,2,434,5.49499611915899,2.05229241062267,1.10236567674229,.328965764532885,1.35991514129518,1.64886805208225,2.29951135383731,5.31022655925432,5.14542985778604,6.06339277142525,5.92164187390357,11.5759880932694,12.9338355447038,21.4088287453468,22.3823420538381,27.723131221044,22.331231716304,26.3116350049992,5.02575700464882,8.07742415782617,7.33526838213011,8.87431686289197,8.3713040857996,7.59448001852685, ,9.18541125678515, ,5.24634698470178,4.67022229579147, ,5.8554955647517, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2016,13,11,6,7,9,16,15,17,24,21,29,38,46,54,43,34,35,15,2,435,4.52586356958341,3.68062851750975,2.18676424494675,2.343802317016,2.47275165056173,4.27665693727213,4.26241713150694,5.18683276735835,7.10820464521174,5.35371484075248,7.13072086670224,10.2475318280248,14.3056177538936,17.0065884783512,17.9902016157711,18.1968037849352,25.6564382999311,19.2361948241812,4.87009034017581,8.04855033581882,7.30987746735277,8.84163810050105,8.33285806943954,7.55974341996017, ,9.14307064395549, ,5.82504099606361,5.19508934628255, ,6.49052085222698, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2017,8,9,8,10,5,10,16,8,12,18,39,48,40,71,56,53,36,8,11,466,2.83581348854686,2.98061606022169,2.85615340399933,3.44780030340643,1.40209585288089,2.61610263493857,4.50602681085952,2.35951311446883,3.69193281912913,4.67447477082089,9.58115607703249,12.6687182952128,12.1576482245274,23.2736522588555,21.5774669595037,28.1522558986944,26.1071990601408,9.98863792436104,26.3630916716597,8.59017843975815,7.82784916949448,9.40669209801073,8.84613371166351,8.05186497697481, ,9.67722740861669, ,5.56143090136649,4.97658269010949, ,6.17830160733305, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,1993,2,5,5,4,4,7,5,10,12,18,19,17,20,31,19,11,8,6,0,203,1.21328302253067,3.02354129250343,3.03611765563139,2.55970512196995,2.06557156947292,3.44651016228139,2.54490484600781,5.70398594537863,7.20171400793389,10.8352796706075,13.7344764273012,12.9309033376943,16.239038648912,28.3475223351043,21.6044118483143,20.3987019007881,23.2971257171146,44.4609114486847,0,8.29106456043676,7.18968795874901,9.51343196062749,10.1736300648845,8.76343451511658, ,11.6874927812326, ,6.59830696951133,5.68157552498742, ,7.58259729329829, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,1994,7,4,5,4,3,4,10,6,9,16,30,17,22,23,20,18,5,0,0,203,4.25723425735589,2.40009600384015,3.04876189779331,2.57866541171617,1.60978750804894,1.9875085090208,5.02656539812911,3.34008773297112,5.41848788064877,9.39193115714462,21.2938120182275,12.8438564812366,17.9647564142346,21.1142833536826,21.8689177072627,34.7920210298438,14.456716590528,0,0,8.27442729142533,7.17526076766806,9.49434182743686,9.87860860414113,8.52724004332985, ,11.3279193348069, ,6.72379994535881,5.77768097230379, ,7.74060593916068, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,1995,5,5,5,2,4,6,5,12,13,13,9,26,26,17,16,13,10,1,0,188,3.07667694276766,3.01057917522173,3.06029391062718,1.2833263819821,2.24339740102411,3.04794416166296,2.49987500624969,6.50953375464482,7.817808968831,7.45169296732146,6.32195615372188,19.5656427313637,21.2799044041218,15.6027717865174,17.8259077286451,23.6363636363636,28.4819139846198,6.84790796411696,0,7.66298204946455,6.60669891445822,8.84011990115541,9.06358650716134,7.77673573179778, ,10.4475182013995, ,6.12079959780583,5.22624272138934, ,7.0849868263329, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male, ,1996,3,3,2,4,5,11,13,15,10,12,21,19,27,22,23,12,8,5,0,215,1.8926131309499,1.81078503567247,1.23071621530149,2.54279847686371,2.95054880207719,5.69134294997827,6.54865651792821,8.01543237914064,5.9466466859338,6.80017680459692,14.3647693770478,14.4297952488,22.1333245893039,20.2854719138421,25.7483823298928,20.7042909643024,23.0275467027432,33.2225913621262,0,8.78619708870381,7.65093211536265,10.0424441789693,10.3760905024963,8.98803682846274, ,11.8623558758192, ,6.83135499759247,5.90637458102589, ,7.82263825267715, ,100, 
